"Time","body.phi","damper1D.s_rel","damper1D.v_rel","revolute.w"
0.11600000000000001,2.5848962180282804,-0.0074054585198476538,-0.109677559403486,-0.56200102850394307
0.11800000000000001,2.5837628057956756,-0.0076258963867406014,-0.11075694021598317,-0.57141135429730761
0.12,2.5826105716722174,-0.0078484731696373024,-0.11181653110878577,-0.58082300192866754
0.122,2.5814395125669494,-0.0080731495539974052,-0.1128566061804256,-0.59023642481069538
0.124,2.5802496244480833,-0.0082998868219330522,-0.11387743277593304,-0.59965207119259734
0.126,2.579040902443082,-0.0085286467126295222,-0.11487927238473779,-0.60907038462869179
0.128,2.5778133407826815,-0.0087593915023588022,-0.11586238010079493,-0.61849180372149515
0.13,2.5765669328283596,-0.0089920839670831823,-0.11682700485144733,-0.62791676225270388
0.13200000000000001,2.5753016710503425,-0.0092266874137573555,-0.1177733891557692,-0.63734568906195888
0.13400000000000001,2.5740175470907207,-0.0094631655942026879,-0.11870176970600875,-0.64677900837969193
0.13600000000000001,2.5727145517526915,-0.0097014827209161991,-0.11961237723452943,-0.65621713976579843
0.13800000000000001,2.5713926750027771,-0.0099416034649679186,-0.12050543650630037,-0.665660498117573
0.14000000000000001,2.5700519059562268,-0.010183492976381691,-0.12138116613961611,-0.67510949357355876
0.14200000000000002,2.5686922329063586,-0.010427116845077694,-0.12223977886678694,-0.68456453167547326
0.14400000000000002,2.5673136433742365,-0.010672441034251775,-0.12308148199771464,-0.69402601364843053
0.14599999999999999,2.5659161240674928,-0.01091943193690767,-0.12390647697697359,-0.70349433615261259
0.14799999999999999,2.5644996609054194,-0.011168056342562918,-0.12471495960207876,-0.71296989142046097
0.14999999999999999,2.5630642390284057,-0.011418281425169818,-0.12550712008559495,-0.72245306730281411
0.152,2.5616098428073797,-0.011670074731036484,-0.12628314311724637,-0.73194424731504715
0.154,2.5601364558532449,-0.011923404166747838,-0.12704320792602578,-0.74144381068321119
0.156,2.5586440610261403,-0.012178237987314428,-0.12778748833928336,-0.75095213238755265
0.158,2.5571326404301926,-0.012434544802375975,-0.12851615260241842,-0.76046958299844269
0.16,2.55560217545868,-0.012692293519644389,-0.12922936403074553,-0.76999652923391626
0.16200000000000001,2.5540526467738989,-0.012951453369645288,-0.12992728058338163,-0.77953333358245569
0.16400000000000001,2.5524840343248365,-0.013211993883389022,-0.13061005506126527,-0.78908035446698144
0.16600000000000001,2.5508963173565724,-0.013473884880334911,-0.13127783516869285,-0.798637946290495
0.16800000000000001,2.549289474419687,-0.013737096456355489,-0.13193076357485481,-0.80820645948172021
0.17000000000000001,2.5476634833796652,-0.014001598971700694,-0.13256897797537198,-0.81778624054074567
0.17200000000000001,2.5460183212470842,-0.014267363279058689,-0.13319260929924293,-0.82737763095584671
0.17400000000000002,2.5443539641752948,-0.014534360727235882,-0.13380178164898587,-0.83698096717523907
0.17599999999999999,2.5426703881984465,-0.014802562172960032,-0.13439661990238144,-0.84659658524216652
0.17799999999999999,2.5409675684341075,-0.015071939049718047,-0.13497724142496731,-0.85622481575878906
0.17999999999999999,2.5392454793472159,-0.015342463014700408,-0.13554375876572941,-0.86586598553513783
